barcode	name	rank	mean_percent	total_reads
barcode09	Anthozoa	C	100	1
barcode09	Cnidaria	P	100	1
barcode09	Eukaryota	R2	100	1
barcode09	Eumetazoa	K1	100	1
barcode09	Eunicea	G	100	1
barcode09	Eunicea knighti	S	100	1
barcode09	Malacalcyonacea	O	100	1
barcode09	Metazoa	K	100	1
barcode09	Octocorallia	C1	100	1
barcode09	Opisthokonta	R3	100	1
barcode09	Plexauridae	F	100	1
barcode09	cellular organisms	R1	100	1
barcode09	root	R	100	1
barcode24	Agaricomycotina	P1	0.5075	8
barcode24	Amniota	P9	0.5785714285714285	7
barcode24	Anthozoa	C	82.4220168067227	12119
barcode24	Ascomycota	P	0.7684615384615384	15
barcode24	Basidiomycota	P	0.5075	8
barcode24	Bilateria	K2	0.5785714285714285	7
barcode24	Boreoeutheria	C3	0.5785714285714285	7
barcode24	Botrytis	G	1.49	1
barcode24	Botrytis cinerea	S	1.49	1
barcode24	Botrytis cinerea B05.10	S1	1.49	1
barcode24	Candida	G	0.52	2
barcode24	Candida dubliniensis	S	0.52	2
barcode24	Candida dubliniensis CD36	S1	0.52	2
barcode24	Candida/Lodderomyces clade	F1	0.38333333333333336	3
barcode24	Catarrhini	O3	0.5785714285714285	7
barcode24	Chordata	P	0.5785714285714285	7
barcode24	Cnidaria	P	82.4220168067227	12119
barcode24	Colletotrichum	G	1.8	2
barcode24	Colletotrichum destructivum species complex	G1	1.8	2
barcode24	Colletotrichum higginsianum	S	1.8	2
barcode24	Colletotrichum higginsianum IMI 349063	S1	1.8	2
barcode24	Craniata	P1	0.5785714285714285	7
barcode24	Cryptococcaceae	F	0.5383333333333333	6
barcode24	Cryptococcus	G	0.22	1
barcode24	Cryptococcus neoformans	S	0.22	1
barcode24	Cryptococcus neoformans H99	S1	0.22	1
barcode24	Cryptococcus neoformans species complex	G1	0.22	1
barcode24	Cutaneotrichosporon	G	0.415	2
barcode24	Cutaneotrichosporon cavernicola	S	0.415	2
barcode24	Debaryomycetaceae	F	0.422	5
barcode24	Deuterostomia	K3	0.5785714285714285	7
barcode24	Dikarya	K1	0.7811111111111111	23
barcode24	Dipnotetrapodomorpha	P7	0.5785714285714285	7
barcode24	Euarchontoglires	C4	0.5785714285714285	7
barcode24	Eukaryota	R2	82.58445378151261	12151
barcode24	Eumetazoa	K1	82.45605042016807	12126
barcode24	Eunicea	G	82.4220168067227	12119
barcode24	Eunicea knighti	S	82.4220168067227	12119
barcode24	Eurotiales	O	0.24	1
barcode24	Eurotiomycetes	C	0.24	1
barcode24	Eurotiomycetidae	C1	0.24	1
barcode24	Euteleostomi	P5	0.5785714285714285	7
barcode24	Eutheria	C2	0.5785714285714285	7
barcode24	Fungi	K	0.7811111111111111	23
barcode24	Fusarium	G	0.8899999999999999	2
barcode24	Fusarium fujikuroi species complex	G1	1.64	1
barcode24	Fusarium poae	S	0.14	1
barcode24	Fusarium sambucinum species complex	G1	0.14	1
barcode24	Fusarium verticillioides	S	1.64	1
barcode24	Fusarium verticillioides 7600	S1	1.64	1
barcode24	Glomerellaceae	F	1.8	2
barcode24	Glomerellales	O	1.8	2
barcode24	Gnathostomata	P3	0.5785714285714285	7
barcode24	Haplorrhini	O1	0.5785714285714285	7
barcode24	Helotiales	O	1.49	1
barcode24	Hominidae	F	0.5785714285714285	7
barcode24	Homininae	F1	0.5785714285714285	7
barcode24	Hominoidea	O4	0.5785714285714285	7
barcode24	Homo	G	0.5785714285714285	7
barcode24	Homo sapiens	S	0.5785714285714285	7
barcode24	Hypocreales	O	0.955	3
barcode24	Hypocreomycetidae	C1	1.164	6
barcode24	Kwoniella	G	0.602	5
barcode24	Kwoniella bestiolae	S	0.41	1
barcode24	Kwoniella bestiolae CBS 10118	S1	0.41	1
barcode24	Kwoniella botswanensis	S	0.8049999999999999	2
barcode24	Kwoniella dendrophila	S	0.15	1
barcode24	Kwoniella dendrophila CBS 6074	S1	0.15	1
barcode24	Kwoniella pini	S	0.84	1
barcode24	Kwoniella pini CBS 10737	S1	0.84	1
barcode24	Leotiomycetes	C	1.49	1
barcode24	Lodderomyces	G	0.11	1
barcode24	Lodderomyces beijingensis	S	0.11	1
barcode24	Malacalcyonacea	O	82.4220168067227	12119
barcode24	Mammalia	C	0.5785714285714285	7
barcode24	Metazoa	K	82.45605042016807	12126
barcode24	Nectriaceae	F	0.8899999999999999	2
barcode24	Octocorallia	C1	82.4220168067227	12119
barcode24	Ophiocordycipitaceae	F	0.14	1
barcode24	Opisthokonta	R3	82.58445378151261	12151
barcode24	Pezizomycotina	P2	0.9575	9
barcode24	Pichiomycetes	C	0.422	5
barcode24	Plexauridae	F	82.4220168067227	12119
barcode24	Primates	O	0.5785714285714285	7
barcode24	Purpureocillium	G	0.14	1
barcode24	Purpureocillium takamizusanense	S	0.14	1
barcode24	Saccharomycotina	P2	0.38666666666666666	6
barcode24	Sarcopterygii	P6	0.5785714285714285	7
barcode24	Sclerotiniaceae	F	1.49	1
barcode24	Serinales	O	0.422	5
barcode24	Simiiformes	O2	0.5785714285714285	7
barcode24	Sordaria	G	0.11	1
barcode24	Sordaria macrospora	S	0.11	1
barcode24	Sordariaceae	F	0.11	1
barcode24	Sordariales	O	0.11	1
barcode24	Sordariomycetes	C	0.9883333333333334	7
barcode24	Sordariomycetidae	C1	0.11	1
barcode24	Talaromyces	G	0.24	1
barcode24	Talaromyces rugulosus	S	0.24	1
barcode24	Talaromyces sect. Islandici	G1	0.24	1
barcode24	Teleostomi	P4	0.5785714285714285	7
barcode24	Tetrapoda	P8	0.5785714285714285	7
barcode24	Theria	C1	0.5785714285714285	7
barcode24	Tremellales	O	0.5383333333333333	6
barcode24	Tremellomycetes	C	0.5075	8
barcode24	Trichocomaceae	F	0.24	1
barcode24	Trichosporonaceae	F	0.415	2
barcode24	Trichosporonales	O	0.415	2
barcode24	Vertebrata	P2	0.5785714285714285	7
barcode24	Yamadazyma	G	0.35	1
barcode24	Yamadazyma tenuis	S	0.35	1
barcode24	cellular organisms	R1	82.5853781512605	12152
barcode24	leotiomyceta	P3	0.9575	9
barcode24	root	R	82.5853781512605	12152
barcode24	saccharomyceta	P1	0.7684615384615384	15
barcode24	sordariomyceta	P4	1.06	8
barcode24	unclassified	U	20.11425925925926	2501
barcode25	Agaricales	O	0.24	2
barcode25	Agaricineae	O1	0.21	1
barcode25	Agaricomycetes	C	0.24	2
barcode25	Agaricomycetidae	C1	0.24	2
barcode25	Agaricomycotina	P1	0.227	10
barcode25	Alternaria	G	0.06	1
barcode25	Alternaria dauci	S	0.06	1
barcode25	Alternaria sect. Porri	G1	0.06	1
barcode25	Amniota	P9	0.5991304347826087	33
barcode25	Anthozoa	C	80.26216666666667	29505
barcode25	Ascomycota	P	0.4126666666666667	48
barcode25	Aspergillaceae	F	0.05	1
barcode25	Aspergillus	G	0.05	1
barcode25	Aspergillus subgen. Circumdati	G1	0.05	1
